16666	Una prelibatezza per il tuo pet!
16667	Una prelibatezza per il tuo pet molto rara!
30077	Dente di Orco+	Un amuleto che incoraggia gli Orchi.
30078	Guida Esoterica+	Un libro, che introduce i principianti nell'arte esoterica.
30079	Talismano Sconosciuto+	Un talismano sconosciuto, solo gli esoterici possono leggerlo.
30080	Libro delle maledizioni+	Il libro esoterico che viene usato per maledire qualcuno.
30081	Coda di Scorpione+	Una coda velenosa di scorpione.
30082	Coda di Serpente+	La coda di un serpente a sonagli.
30083	Medicina sconosciuta+	Una medicina sconosciuta con ingredienti sconosciuti.
30084	Talismano Sconosciuto+	Un talismano sconosciuto, solo gli esoterici possono leggerlo.
30085	Pezzo di Pelle+	Pelle che viene usata per coprire le ferite.
30086	Ricordo di Demone+	Il ricordo oscuro di un demone.
30087	Pietra Preziosa Demone+	Una pietra preziosa conosciuta perché contiene l'anima dei morti.
30088	Pezzo di ghiaccio+	Acqua ghiacciata che è eternamente fredda.
30089	Pelliccia di Yeti+	La pelliccia che protegge dal freddo del leggendario yeti.
30090	Palla di Ghiaccio+	Una palla di ghiaccio. Non si scioglie in acqua bollente.
30091	Simbolo del Guerriero	Il simbolo del guerriero che viene dato ai guerrieri leggendari.
30092	Bottino del Selvaggio	Bottino di guerra.
30093	Sacca della fortuna	Una sacca di seta che contiene cose di valore
30094	Sacca della fortuna	Una sacca di seta che contiene cose di valore
30095	Sacca della fortuna	Una sacca di seta che contiene cose di valore
30096	Sacca della fortuna	Una sacca di seta che contiene cose di valore
30129	Missione del Cavaliere	Un documento che contiene una missione militare.
30130	Bottiglia Vuota	Un bottiglia di vetro vuota nella quale è possibile contenere molti liquidi.
30131	Lettera dal Fabbro	Un trattato reperibile dal Commerciante, che permette l'accesso alla Dimora dei Salici.
30132	Libro di Uriel	Un libro che Uleduji legge volentieri. Intitolato
30133	Scarpe Fiorite	Belle scarpe femminili.
30134	Pacchetto di Uriel	Un pacchetto contenente molti libri.
30135	Lettera da Ariyoung	Una lettera di Ariyoung a Ayoo.
30136	Arco Finemente Decorato	Uno stupendo arco intagliato dal corno di un animale.
30137	Sangue di Scimmia	Il sangue di una scimmia. Ha un odore disgustoso.
30138	Sabbia del Deserto	Questa sabbia particolarmente fine è usata per la produzione di Porcellana Seladon.
30139	Molare	Unggyi
30140	Filo per Cucire	Con questo progetto puoi creare una skin costume o arma vintage.
30141	Accessorio	È usato per abbellire gli abiti oppure può essere portato cose.
30142	Lettera	Non si riesce a capire cosa ci sia scritto sulla lettera forse devi imparare la lingua.
30143	Erbe Medicinali	Una raccolta di erbe medicinali secche. Purtroppo sono un po' impolverate.
30144	Fegato di una Tigre	Il fegato rosso-bruno grande come una mano di un felino adulto.
30145	Medicina di Balso	Medicina molto potente.
30146	Pezzo di Ghiaccio	Un Pezzo di Ghiaccio dalla forma irregolare.
30147	Dottrina del Tempio	Un libro con informazioni dettagliate sul Tempio Oscuro.
30148	Stola del Tempio	Una stola usata per pregare.
30149	Ghiaccio con Sciroppo	un piatto con una porzione di gelato e un po`
30150	Pagina di Diario	Una pagina di diario scritta da un`antica dinastia.
30151	Pelliccia di Lupo	È usato spesso come piumino per la polvere.
30152	Medicina	Cura per una strana malattia. Nessuno sa se funziona veramente.
30153	Fiori	Fiori sconosciuti, che con il loro profumo fanno ricordare molti pensieri.
30154	Libro Segreto del Tempio	L'analisi della dottrina e storia del Tempio Oscuro.
30155	Pendente di Mirine	Un pendaglio per una collana. Sul retro c'è il nome.
30156	Libro Segreto del Tempio	Questo prezioso volume contiene l'analisi della dottrina e storia del Tempio Oscuro.
30157	Punta di Freccia	Queste punte di freccia avvelenate saranno un valido aiuto nella difesa del Regno.
30159	Sabbia dell'isola	La sabbia dell'isola piu' misteriosa di tutti i regni.
30177	Olio al muschio	L'olio al muschio è utilizzato da un mercante d'armi in una quest. L'item non ha nessun'altra funzione.
30179	Talismano	Biglietto per affrontare le grandi scimmie.
30180	Amuleto del Dio Drago	Un lasciapassare che viene consegnato solo a chi ha dimostrato il suo valore.
30181	Pagina di Libro	Le scritte sbiadite sulla pergamena sono difficili da decifrare - la pagina sembra essere molto antica.
30182	Diario Leggendario	Questa copia di un libro molto più antico sembra essere molto preziosa.
30183	Maschera di Legno Oscura	Lo sguardo grottesco di questa maschera sembra fissarti direttamente. Si tratta certamente di un oggetto per cerimonie.
30184	Cenere incantata	La cenere contenuta in questo recipiente decorato con strani segni è avvolta da un soffuso barlume.
30185	Ghiaccio Nero	Sotto la liscia e brillante superficie sono racchiuse profonde ombre.
30186	Lacrima Pietrificata	Una Lacrima Pietrificata del dio Baljit-Elvedin, oggi conosciuto come il Dio Drago.
30187	Goccia di Sangue	Una Goccia di Sangue delle Manticore del Cratere di Enki.
30188	Ossidiana	Pietrisco di Vulcano, un tempo liquido, raffreddatosi improvvisamente
30189	Pianto di Baljit-Elvedin	Il vaso modellato a regola d'arte contiene le lacrime del dio Enki.
30190	Ematite	Questa pietra fatta con il sangue di Bahar-Tarajis garantisce l'ingresso nella Grotta dell'Esilio.
30191	Ematite	Le Ematiti garantiscono l'ingresso nella Grotta dell'Esilio.
30192	Lattice	Estratto di pianta pregiato
30193	Ossa di Dita	L'ultimo resto di un eroe caduto.
30194	Clava dell'Orco	Un'arma brutta con aculei robusti.
30195	Sabbia di Quarzo	Sembra che questa sabbia venga utilizzata come sangue dalle creature di pietra del deserto.
30196	Cenere del Demone	Persino le ceneri di un demone racchiudono forze extra-mondane.
30197	Semi Magici	Questi semi scoppiettano letteralmente di vitalità.
30198	Cristallo d'Acqua	Un lasciapassare che viene consegnato solo a chi ha dimostrato il suo valore.
30199	Cristallo Blu	Un pezzo di cristallo del Tempio del Drago che aumenta le forze oscure.
30210	Pezzo di Pietra Preziosa	Consegnando questo stile alla sarta, potrai creare una fantastica skin arma.
30211	Pezzo di Pietra Preziosa	Consegnando questo stile alla sarta, potrai creare una fantastica skin arma.
30212	Pezzo di Pietra Preziosa	Consegnando questo stile alla sarta, potrai creare una fantastica skin arma.
30213	Pezzo di Pietra Preziosa	Consegnando questo stile alla sarta, potrai creare una fantastica skin arma.
30214	Pezzo di Pietra Preziosa	Consegnando questo stile alla sarta, potrai creare una fantastica skin arma.
30215	Pezzo di Pietra Preziosa	Consegnando questo stile alla sarta, potrai creare una fantastica skin arma.
30216	Pezzo di Pietra Preziosa	Consegnando questo stile alla sarta, potrai creare una fantastica skin arma.
30217	Pezzo di Pietra Preziosa	Consegnando questo stile alla sarta, potrai creare una fantastica skin arma.
30218	Pezzo di Pietra Preziosa	Una piccola pietra brillante.
30219	Pezzo di Pietra Preziosa	Una piccola pietra brillante.
30220	P. Spirituale Jinunggyi	La leggendaria pietra che contiene l'anima dei nobili Jinung.
30221	P. Spirituale del Tempio	La leggendaria pietra che contiene l'anima dei seguaci del Tempio.
30222	Pietra Spirituale Sagyi	La leggendaria pietra che contiene l'anima dei nobili Sagyi.
30223	P. Spirituale Aurtumryu	La leggendaria pietra che contiene l'anima dei nobili Aurtumryu.
30224	Pietra Spirituale Gyimok	La leggendaria pietra che contiene l'anima dei nobili Gyimok.
30225	Pietra Spirituale Tugyi	La leggendaria pietra che contiene l'anima dei nobili Tugyi.
30228	P. Spirit. Beran-Setaou	L'aura tenebrosa del Dio sconfitto ti tocca profondamente e cerca di fare breccia nel tuo cuore.
30251	Gioiello dell'Invidia	Un diamante intriso di malvagità.
30252	Gioiello della saggezza	Questo diamante è avvolto da un'aura serena e nobile.
30253	Gioello della fedeltà	Questo diamante è avvolto da un'aura di natura retta e combattiva.
30254		
30265	Pezzo di Medaglia (1)	Il primo frammento di una Medaglia dell'Eroe
30266	Pezzo di Medaglia (2)	Il secondo frammento di una Medaglia dell'Eroe
30267	Pezzo di Medaglia (3)	Il terzo frammento di una Medaglia dell'Eroe
30268	Pezzo di Medaglia (4)	Il quarto frammento di una Medaglia dell'Eroe
30269	Pezzo di Medaglia (5)	Il quinto frammento di una Medaglia dell'Eroe
30270	Scheggia Pietra d. drago	Il frammento di una Pietra del drago particolare
30311	Chiave Crist. d. Anime	Questa chiave lavorata in filigrana con un Cristallo delle Anime incastonato apre la porta per il 2° piano della Catacomba del Diavolo.
30312	Totem della Smorfia	Questa tavola di legno con una smorfia scolpita serve come chiave per il 6° piano della Catacomba del Diavolo.
30315	Pane	Pane per interrompere il digiuno.
30316	Piatto delle offerte	Un piatto con una ricca decorazione.
30317	Offerta di cibo	Un'offerta di cibo per interrompere il digiuno.
30318	Frutto della benedizione	Un insolito frutto: raccogline a sufficienza e riceverai una ricompensa.
30319	Testa ristretta	La Testa Ristretta di Demone apre il sigillo per il 3° piano della Catacomba del Diavolo. Questo item è commerciabile.
30320	Testa Ristretta	Questa testa di demone ristretta apre il sigillo per il 3° piano della Catacomba del Diavolo.
30321	Zucca di Halloween	La Zucca ricarica gli HP o gli MP. Toccandola con la Bacchetta Magica, essa si trasforma in un Forziere di Halloween.
30322	Bacchetta magica	Una Bacchetta Magica in ontano, finemente intagliata, con una punta a forma di stella fatta di fuoco fatato. Ha il potere di trasformare ogni Zucca di Halloween in un Forziere di Halloween.
30323	Carta Maschera zucca	La Carta Maschera Zucca può essere scambiata con una Maschera da Zucca presso Jack Pumpkin. La Maschera da Zucca sostituisce la pettinatura in uso.
30324	Chiave degli Aracnidi	Apre l'ingresso alla Caverna Nido della Baronessa. È estremamente fragile e si disgrega dopo 24 ore. Può essere utilizzata solo dal leader del gruppo.
30325	Chiave degli Aracnidi	Apre l'ingresso alla Caverna Nido della Baronessa. Si disgrega dopo 24 ore. Può essere utilizzata solo dal leader del gruppo.
30326	Veleno d. Regina Ragno	La secrezione della Regina Ragno è necessaria per la creazione della Chiave degli Aracnidi.
30327	Flauto degli Aracnidi	La musica prodotta da questo strumento attira la Baronessa Ragno.
30329	Ruota dorata	Attiva il meccanismo celato nella Stele di Isfet.
30330	Pietra di Maat	Maat, dea della giustizia, assicura l'ordine nel caos.
30331	Chiave del gelo	Questa chiave è fredda come il ghiaccio e consente l'accesso al terzo piano della Torre di Vedetta di Nemere. Può essere usata solo dagli Shamani.
30332	Stella polare	Pietra sigillo di puro ghiaccio. La pietra consente l'accesso al sesto piano della Torre di Vedetta di Nemere.
30333	Chiave fiore di ghiaccio	La chiave di ghiaccio consente l'accesso al nono piano della Torre di Vedetta di Nemere.
30334	Buono per copricapo	Clicca con il tasto destro sul buono per ottenere un Copricapo spaventaviglioso.
30335	Buono per skin per arma	Clicca con il tasto destro sul buono per ottenere una skin per armi raccapricciante.
30336	Lanterna di zucca	Sam Pumpkin sta cercando una Lanterna di zucca di questo tipo. Trascinala su Sam per consegnargliela.
30337	Semi di zucca	In questi Semi di zucca si celano dei tesori inimmaginabili.
30338	Buono per copricapo +	Clicca con il tasto destro sul buono per ottenere un copricapo spaventaviglioso. Esso conferisce almeno un bonus casuale.
30339	Buono per skin per arma+	Clicca con il tasto destro sul buono per ottenere una skin per armi raccapricciante. Essa conferisce almeno un bonus casuale.
30341	Anello Fuoco dei draghi	Il tuo corpo è avvolto da un'aura carica di energia. Questo anello forgiato nel fuoco dei draghi distruggerà le statue nel Rifugio di Meley in un batter d'occhio.
30500	Coltello Intaglio Rubino	Attrezzo per il raffinamento della tua arma
30501	Fascetta d'Oro	Elemento per il raffinamento della tua arma
30502	Decoro Rubino	Elemento per il raffinamento della tua arma
30503	Coltello Int. Ametista	Attrezzo per il raffinamento della tua arma
30504	Fascetta d'Argento	Elemento per il raffinamento della tua arma
30505	Decoro Smeraldo	Elemento per il raffinamento della tua arma
30506	Coltello Int. Zaffiro	Attrezzo per il raffinamento della tua arma
30507	Fascetta di Bronzo	Elemento per il raffinamento della tua arma
30508	Decoro Zaffiro	Elemento per il raffinamento della tua arma
30509	Acciaio del Drago Blu	Il cuoio ricavato dalla pelle di drago è molto leggero e flessibile, ma allo stesso tempo indistruttibile. Subisce una lavorazione simile a quella del metallo e viene impiegato nella creazione di armature.
30510	Spallina Sontuosa	Elemento per la decorazione di armature.
30511	Stoffa Rossa	Granato pregiato per la decorazione di armature.
30512	Acciaio del Drago Rosso	Il cuoio ricavato dalla pelle di drago è molto leggero e flessibile, ma allo stesso tempo indistruttibile. Subisce una lavorazione simile a quella del metallo e viene impiegato nella creazione di armature.
30513	Spallina Aristocratica	Elemento per la decorazione di armature
30514	Stoffa Viola	Stoffa pregiata per la decorazione di armature
30515	Acciaio Drago Porpora	Il cuoio ricavato dalla pelle di drago è molto leggero e flessibile, ma allo stesso tempo indistruttibile. Subisce una lavorazione simile a quella del metallo e viene impiegato nella creazione di armature.
30516	Spallina Antica	Elemento per la decorazione di armature
30517	Stoffa Dorata	Stoffa pregiata per la decorazione di armature
30518	Filo d'Oro	Un rocchetto magico di oro liquido. Può essere lavorato insieme a una gemma per creare un gioiello prezioso.
30519	Gancio d'Oro	È fatto di oro puro e può essere lavorato insieme a una gemma per creare un gioiello prezioso.
30520	Fibbia d'Oro	È fatta di oro puro e può essere lavorata insieme a una gemma per creare un gioiello prezioso.
30521	Elemento ad Anello	È fatto di oro puro e può essere lavorato insieme a una gemma per creare un gioiello prezioso.
30522	Pezzo di Pietra Preziosa	Una piccola pietra brillante.
30523	Elemento di Gioelleria	È fatto di oro puro e può essere lavorato insieme a una gemma per creare un gioiello prezioso.
30524	Pietra delle fiamme	
30525	Pietra fiamme ghiaccio	
30526		
30527		
30528		
30529		
30530		
30531		
30532		
30533		
30534		
30535		
30536		
30537		
30538		
30539		
30540		
30541		
30542		
30543		
30544		
30545		
30546		
30547		
30548		
30549		
30550	Cinghia blu	Materiale fondamentale per la produzione di cinture
30551		
30552		
30553		
30554		
30555		
30556		
30557		
30558		
30559		
30560		
30561		
30562		
30563		
30564		
30565		
30566		
30567		
30568		
30569		
30570		
30571		
30572		
30573		
30574		
30575		
30576		
30577		
30578		
30579		
30580		
30581		
30582		
30583		
30584		
30585		
30586		
30600	Cartamodello	
30601	Progetto Guerriero I progetti per creare la leggendaria Hwang.	
30602	Tintura blu	
30603	Tintura rossa	
30604	Tintura grigia	
30605	Lamine d'oro	
30606	Lamine d'argento	
30607	Lamine di rame	
30608	Lamine d'acciaio	
30609	Lamine di bronzo	
30610	Mithril	
30611	Cinghie resistenti	
30612	Corde robuste	
30613	Pietra delle Driadi	In questa misteriosa pietra che riluce di verde è contenuta l'anima di una Driade, uno spirito arboreo. Le Driadi conoscono le parole segrete che permettono l'accesso al 4 piano.
30614	Tintura nera	
30615	Tintura bianca	
30616	Titanio diossido	Oggetto molto richiesto dal Maestro Commerciante.
30617	Agata	
30618	Pietra lunare	
30619	Tintura oro metallizzata	
30620	Corno di drago rosso	Le corna dei draghi sono costituite di un tessuto particolare che si distingue per essere uno dei materiali più duri conosciuti.
30621	Squama di drago rossa	Le squame di drago sono uno dei materiali più robusti che si conoscano.
30622	Progetto Sura I progetti per creare la leggendaria Hwang.
31001	Copia dell'Epigrafe	Hai confezionato una copia dell'epigrafe della vecchia lapide.
31002	Progetto Shamano I progetti per creare la leggendaria Hwang.
31003	Antidoto	Una medicina salvavita per il soldato avvelenato.
31004	Resina Benedetta	La resina di un albero benedetto è uno degli elementi necessari per salire al 5 piano della Dimora dei Salici.
31005	Essenza di Cristallo Blu	L'essenza, estratta da delle gemme blu, viene utilizzata per la creazione della Lacrima del Cielo.
31006	Quarzo Infernale Rosso	Questa pietra custodita sul Monte Eden emana un calore fortissimo.
31007	Terra Vulcanica	Una sostanza simile alla cenere proveniente dalla Doyyumhwan, utilizzata per la creazione del Quarzo Infernale Rosso.
31008	Lacrima del Cielo	Una gemma magica di Essenza di Cristallo Blu, Quarzo Infernale Rosso e Resina Benedetta. Tiene lontani gli spiriti malvagi e dura sette giorni.
31009	Progetto Ninja I progetti per creare la leggendaria Hwang.
31010	Lettera Ladro Rosso	Il messaggio dei Servitori dell'Oscurità alla banda dei Ladri Rossi è stato distrutto in mille pezzi.
31011		
31012		
31013	Biglietto	Questo biglietto ti rivelerà maggiori dettagli sugli obbiettivi dei Ciclopi.
31014	La lettera di Yak-Hwan	
31015	Lettera Capit. Uncini	Messaggio di Capitano Uncini alla Banshee.
31016	Lettera di Lee Chung	Messaggio importante da parte del Comandante Lee Chung per l'Ammiraglio Angmur
31017	Lettera sigillata	Questa lettera apparteneva alla Servitrice del tempio.
31018	Manoscritto di Carapax	Questo guscio di tartaruga con le sue linee incise serve per decifrare dei codici.
31019	Polvere di Carapax	Un antica polvere del cratere.
31020	Radice Fiore delle Rocce	Le radici del Fiore delle Rocce neutralizzano veleni che possono trovarsi nel corpo.
31021		
31022	Squama di Oin	Solo i quadri tra i Tritoni possono portare queste squame rare.
31023		
31024	Pelle di Manticora	Consegna questa pelle al Biologo per ricevere tutti i bonus delle missioni.
31025		
31026	Corazza di crosta	Corazza protettiva della tribù dei Crostaciani. Serve come materiale di rafforzamento.
31027	Sabbia sottile	Questa sabbia particolarmente sottile è perfetta come materiale da costruzione.
31028	Mattone	Pietra quadrata di terracotta
