TOOLTIP_AFFECT_POTION_7	Rouã Roz	SNA
SELL_PRICE_INFO	[Preþul de vânzare]
PARTY_SKILL_TANKER	Max. PV luptãtor aproape +%.0f
PARTY_SKILL_WARP	Capacitate de a striga membri ai grupei încoace.
PASSWORD_TITLE	Parola depozit
PET_BAG_DESC	%s
PET_CAN_NOT_EGG_ITEM_USE	Nu poþi deschide Incubatorul în timp ce faci negoþ, ai deschis depozitul sau un magazin privat.
PET_CAN_NOT_FEED_SPLIT_ITEM	Nu poþi pune obiecte sparte în aceastã fereastrã.
PET_CAN_NOT_FEED_TYPE	Nu poþi hrãni însoþitorul cu asta. Încearcã altceva.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Însotitorul trebuie sã aibã nivelul %d pentru a-l antrena si promova la urmãtorul stadiu de evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Însotitorul trebuie sã aibã 100% experientã pentru a-l antrena si promova la urmãtorul stadiu de evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Însotitorul a atins deja cel mai înalt grad al evoluþiei.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Nu poþi deschide un magazin privat în timp ce ai chemat insoþitorul.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Însotitorul trebuie sã aibã %d zile pentru a-l antrena ºi promova la urmãtorul stadiu de evoluþie.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Nu poþi chema însoþitorul deoarece a expirat valabilitatea.
PET_CAN_NOT_USE_BAG	Nu poþi folosi Cutia de Transport deoarece însoþitorul tãu deja a expirat.
PET_HATCHING_ACCEPT	Doreºti sã iþi chemi însoþitorul '%s'?
PET_HATCHING_MONEY	Preþ: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Nu poþi avea nicio altã acþiune în timp ce Incubatorul este deschis.
PET_INFORMATION_STAGE1	Tânãr
PET_INFORMATION_STAGE2	Sãlbatic
PET_INFORMATION_STAGE3	Curajos
PET_INFORMATION_STAGE4	Eroic
PET_INFO_EXP	Experienþa acumulatã:
PET_INFO_ITEM_EXP	EXP obiect actual
PET_INFO_NEXT_EXP	Experienþã rãmasã:
PET_INFO_NEXT_ITEM_EXP	EXP obiect rãmas
PET_MSG_NOT_ENOUGH_MONEY	Nu ai Yang suficient.
PET_NAME_CHANGE_ACCEPT	Doreºti sã schimbi numele însoþitorului în %s?
PET_NAME_MIN	Numele introdus este prea scurt.
PET_SKILL_DELETE_QUESTION_DLG_MSG	Abilitãþile sunt acum disponibile.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Doreºti sã începi antrenamentul pentru '%s'?
PET_SKILL_TOOLTIP_COOLTIME	Calmare: %s secunde
PET_SKILL_TOOLTIP_DURATION	Duratã: %d secunde
PET_SKILL_TOOLTIP_HEAL	Dacã PV-ul dvs. scade sub 20%%, aveþi \nposibilitatea de a vã regenera %s PV.
PET_SKILL_TOOLTIP_INVINVIBILITY	Caracterul dumneavoastrã are ºansa de \na deveni invincibil daca PV-ul dvs scade 10%%.\nDurata efectului: %s s.
PET_SKILL_TOOLTIP_REMOVAL	Eliminã imediat toate efectele de otrãvire,\nrde pe caracterul dumneavoastrã.
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Pret: Treci antrenamentul la urmãtorul nivel?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Pret: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Apãrare
PET_TOOLTIP_HP	PV
PET_TOOLTIP_LEVEL	Nivel
PET_TOOLTIP_LIFETIME_OVER	Expirat
PET_TOOLTIP_SKILL_BONUS_VALUE	în antrenament
PET_TOOLTIP_SKILL_CUR_LEVEL	Nivel: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Urmãtorul nivel: %d (max. %d)
PET_TOOLTIP_SP	PM
PET_TOOLTIP_TRADABLE	Negociabil
PET_TOOLTUP_SKILL	%s (Stagiu %d)
PICK_ITEM_TITLE	Numãrul obiectului.
PICK_MONEY_TITLE	Suma
PRIVATESHOPSEARCH_ABLITY_POTION	Rouã
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Pânzã Finã
PRIVATESHOPSEARCH_ARMOR	Echipament
PRIVATESHOPSEARCH_ARROW	Sãgeþi
PRIVATESHOPSEARCH_BELL	Clopote
PRIVATESHOPSEARCH_COSTUME_WEAPON	Aspect armã
PRIVATESHOPSEARCH_BELT	Curele
PRIVATESHOPSEARCH_BLEND	Licori
PRIVATESHOPSEARCH_BLOOD_PEARL	Perlã Viºinie
PRIVATESHOPSEARCH_BLUE_PEARL	Perlã Albastrã
PRIVATESHOPSEARCH_BODY	Armurã
PRIVATESHOPSEARCH_BOW	Arcuri
PRIVATESHOPSEARCH_BUYTIME	Vrei sã cumperi obiectul selectat?
PRIVATESHOPSEARCH_CLAW	Gheare
PRIVATESHOPSEARCH_CLEAR_POTION	Elixire
PRIVATESHOPSEARCH_COSTUME	Costume
PRIVATESHOPSEARCH_COSTUMEBODY	Costum
PRIVATESHOPSEARCH_COSTUMEHAIR	Coafurã
PRIVATESHOPSEARCH_COSTUME_ACCE	Eºarfe
PRIVATESHOPSEARCH_COSTUME_MOUNT	Mounþi
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Pumnale
PRIVATESHOPSEARCH_DEAD	Mort
PRIVATESHOPSEARCH_DETACHMENT	Cartea Pietrelor
PRIVATESHOPSEARCH_DIAMOND	Diamant
PRIVATESHOPSEARCH_DS	Alchimie Piatrã Dragon
PRIVATESHOPSEARCH_DS_BLACK	Onyx
PRIVATESHOPSEARCH_DS_BLUE	Safir
PRIVATESHOPSEARCH_DS_GREEN	Jad
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diamant
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Cercei
PRIVATESHOPSEARCH_FAN	Evantaie
PRIVATESHOPSEARCH_FISH	Peºte
PRIVATESHOPSEARCH_FOOTS	Pantofi
PRIVATESHOPSEARCH_GEM	Pietre preþioase
PRIVATESHOPSEARCH_GIFTBOX	Cutii cu Cadouri
PRIVATESHOPSEARCH_HEAD	Coifuri
PRIVATESHOPSEARCH_LIVE	Viu
PRIVATESHOPSEARCH_MATERIAL	Materiale
PRIVATESHOPSEARCH_METIN	Pietrele Spiritului
PRIVATESHOPSEARCH_NECK	Coliere
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nu poþi achiziþiona niciun obiect fãrã mãnunchiul corect.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nu poþi cãuta niciun obiect fãrã mãnunchiul corect.
PRIVATESHOPSEARCH_NODELAY_POTION	Obiecte cu PV
PRIVATESHOPSEARCH_ORE	Minereu
PRIVATESHOPSEARCH_PET	Sistem Însoþitori
PRIVATESHOPSEARCH_PETAGG	Ouã Însoþitori
PRIVATESHOPSEARCH_PETSKILLBOOK	Cãrþi de Abilitãþi pentru Însoþitor
PRIVATESHOPSEARCH_PICK	Târnãcoape
PRIVATESHOPSEARCH_POTION	Licori
PRIVATESHOPSEARCH_QUEST	Misiune
PRIVATESHOPSEARCH_QUIVER	Tolbe
PRIVATESHOPSEARCH_RESOURCE	Îmbunãtãþirea Obiectului
PRIVATESHOPSEARCH_ROD	Undiþe
PRIVATESHOPSEARCH_SELECTITEM	Obiecte selectate
PRIVATESHOPSEARCH_SHIELD	Scuturi
PRIVATESHOPSEARCH_SKILLBOOK	Cãrti de Abilitãþi
PRIVATESHOPSEARCH_SKILLFORGET	Cartea Uitãrii
PRIVATESHOPSEARCH_SPECIAL	Diverse
PRIVATESHOPSEARCH_STONE	Fragmente de Energie
PRIVATESHOPSEARCH_SWORD	Sãbii O Mânã
PRIVATESHOPSEARCH_TREASUREBOX	Cufere
PRIVATESHOPSEARCH_TUNING	Pergamente
PRIVATESHOPSEARCH_TWOSWORD	Sãbii Douã Mâini
PRIVATESHOPSEARCH_UNIQUE	Unic
PRIVATESHOPSEARCH_USEITEM	Consumabile
PRIVATESHOPSEARCH_USESPECIAL	Diverse
PRIVATESHOPSEARCH_WEAPON	Arme
PRIVATESHOPSEARCH_WHITE_PEARL	Perlã Albã
PRIVATESHOPSEARCH_WRIST	Brãþãri
PRIVATESHOPSEARCH_BUY_SUCCESS	Aþi cumpãrat cu succes obiectul
PRIVATE_SHOP_CANNOT_SELL_ITEM	Nu poþi vinde acest obiect în magazin.
PRIVATE_SHOP_CLOSE_QUESTION	Vrei sã închizi magazinul?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Numele magazinului
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Preþ
PVP_LEVEL0	 Cavaler
PVP_LEVEL1	 Nobil
PVP_LEVEL2	 Bun
PVP_LEVEL3	 Prietenos
PVP_LEVEL4	 Neutru
PVP_LEVEL5	 Agresiv
PVP_LEVEL6	 Dezonorat
PVP_LEVEL7	 Rautãcios
PVP_LEVEL8	 Crud
PVP_MODE_GUILD	PvP - liber activat.
PVP_MODE_KILL	PvP - liber activat.
PVP_MODE_NORMAL	PvP - pace activat.
PVP_MODE_PROTECT	PvP - protecþie activat.
PVP_MODE_REVENGE	PvP - agresiv activat.
PVP_OPTION_KILL	Liber
PVP_OPTION_NORMAL	Pace
PVP_OPTION_PROTECT	Protecþie
PVP_OPTION_REVENGE	Agresiv
QUEST_APPEND	Misiune noua înregistrata.
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Timpul a expirat
QUEST_UNLIMITED_TIME	Nicio limitã de timp
QUEST_ZEROSEC	0 Sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	Acest obiect nu poate fi adãugat la câmpul de acces rapid.
RECEIVE_MESSAGE	%s þi-a trimis un mesaj.
REFINE_COST	Costuri de îmbunãtãþire: %s Yang
REFINE_DESTROY_WARNING	Obiectul poate fi distrus prin înnobilare.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Eºti sigur cã doreºti sã îmbunãtãþeºti acest obiect?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Dar dacã nu îþi reuºeºte, obiectul va fi distrus. Doreºti sã continui?
REFINE_DOWN_GRADE_WARNING	Obiectul poate fi distrus prin înnobilare.
REFINE_DO_YOU_SEPARATE_METIN	Doreºti sã înlãturi toate Pietrele Spiritului disponibile?
REFINE_FAILURE	Oh nu, nu a mers! Ai eºuat.
REFINE_FAILURE_CAN_NOT_ATTACH	%s nu poate fi adãugat obiectului.
REFINE_FAILURE_EQUIP_ITEM	Nu poþi îmbunãtãþi Obiectele echipate.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Nu poate fi îndepartata nicio piatrã a spiritului.
REFINE_FAILURE_NEED_BETTER_SCROLL	Ai nevoie de un pergament de îmbunãtãþire mai bun.
REFINE_FAILURE_NO_GOLD_SOCKET	Nu existã suport de aur pentru a adãuga %s.
REFINE_FAILURE_NO_MORE_SOCKET	Nu poþi sã mai adaugi suporturi.
REFINE_FAILURE_NO_SOCKET0	Nu existã suport pentru a adãuga %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Acestui obiect nu îi poate fi adãugat un suport.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Acest obiect nu poate fi îmbunãtãþit.
REFINE_SUCCESS	Îmbunãtãþirea obiectului a reuºit.
REFINE_SUCCESS_PROBALITY	ªansã de îmbunãtãþire: %d%%
REFINE_WARNING2	Vrei sã continui?
SAFEBOX_ERROR	Ai introdus o parolã greºitã.
SAFEBOX_SELL_DISABLE_SAFEITEM	Nu poþi vinde nici unul din obiectele salvate.
SAFEBOX_WRONG_PASSWORD	Parolele trebuie sã fie identice.
SCREENSHOT_SAVE1	e salvat în
SCREENSHOT_SAVE2	Directorul screenshot
SCREENSHOT_SAVE_FAILURE	Salvarea screenshotului eºuatã
SECOND	Sec
SELECT_ATTR_NOTICE	Nu poþi deschide un magazin privat în timp ce foloseºti Vrãjeºte Obiectul+.
SELECT_ATTR_NOT_OPEN	Nu poþi folosi Vrãjeºte Obiectul+ dacã ai deschis un magazin privat.
SELECT_ATTR_NOT_SELECT	Decide daca doresti sa pastrezi sau sa schimbi bonusurile.
SELECT_CAN_NOT_DELETE	Nu poþi ºterge caracterul.
SELECT_CHANGED_NAME	Ai schimbat numele caracterului.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Numele caracterului existã deja.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Mai încearcã odatã.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Acesta este un nume gresit de caracter.
SELECT_CHANGE_NAME_TITLE	Schimbã numele caracterului
SELECT_DELEING	ªtergere...
SELECT_DELETED	ªtergerea s-a realizat.
SELECT_DO_YOU_DELETE_REALLY	Vrei sã continui?
SELECT_EMPTY_SLOT	Acesta este un câmp gol.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Introdu un nou nume.
SELECT_NOT_JOIN_GUILD	Nicio Breaslã
SHOP_BUY_INFO	Alege Obiectul pe care vrei sã-l cumperi în fereastra magazinului.
SHOP_CANNOT_SELL_EQUIPMENT	Nu poþi vinde Obiectele echipate.
SHOP_CANNOT_SELL_ITEM	Acest obiect nu este de vânzare.
SHOP_ERROR_UNKNOWN	Eroare Necunoscuta Magazin: %s
SHOP_EXCEED_LIMIT_TODAY	Ai depãºit limita zilnicã pentru folosirea punctelor.
SHOP_INVALID_POS	Acest obiect este nepotrivit.
SHOP_INVENTORY_FULL	Nu mai existã loc în inventar.
SHOP_LIMIT_TODAY	Limitã zilnicã: %d / %d
SHOP_MY_BATTLE_POINT	Puncte de luptã: %d
SHOP_NOT_ENOUGH_10TH_COIN	Nu ai suficiente Monede Aniversare
SHOP_NOT_ENOUGH_BATTLE_POINT	Medalii Vitejie insuficiente.
SHOP_NOT_ENOUGH_MONEY	Won sau Yang insuficienþi
SHOP_NOT_ENOUGH_MONEY_EX	Nu ai suficient Yang.
SHOP_SELL_INFO	Alege Obiectul pe care vrei sã-l vinzi din fereastra inventarului tãu.
SHOP_SOLDOUT	Vândut
SHOT_ERROR_UNKNOWN	Eroare necunoscutã în timpul atacului la distanþã: %s
SKILL_BLEEDING	Sangerare
SKILL_BOHO	Reflectare
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Ai nevoie de EXP pentru a învãþa calificarea aceasta.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Ai nevoie de o carte pentru a învãþa aceastã calificare.
SKILL_CHEONGEUN	Corp puternic
SKILL_CRITICAL	Loviturã criticã
SKILL_ENCHANT_POISON	Foloseºte otravã
SKILL_EUNHYEONG	Invizibil
SKILL_FAINT	Necunoºtinþã
SKILL_FIND_TRAP	Cautã capcanã
SKILL_FIRE	Foc Permanent
SKILL_FISHMIND	Marmura de pescuit este activã
SKILL_GAMJI	Înregistrare
SKILL_GEOMGYEONG	Aura sabiei
SKILL_GICHEON	Ajutorul Dragonului
SKILL_GIGONG	Rotaþia Chi
SKILL_GONGPO	Fricã
SKILL_GRADE_NAME_GRAND_MASTER	%s Mare maestru
SKILL_GRADE_NAME_MASTER	%s Maestru
SKILL_GRADE_NAME_PERFECT_MASTER	%s maestru perfect
SKILL_GROUP_ASSASSIN_1	Lamã
SKILL_GROUP_ASSASSIN_2	Arc
SKILL_GROUP_HORSE	Cãlãrie
SKILL_GROUP_SHAMAN_1	Zmeu
SKILL_GROUP_SHAMAN_2	Vindecare
SKILL_GROUP_SURA_1	Arme
SKILL_GROUP_SURA_2	Magie
SKILL_GROUP_WARRIOR_1	Corp
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GWIGEOM	Lamã fermecatã
SKILL_GYEONGGONG	Uºurare
SKILL_HEUKSIN	Protecþie întunecatã
SKILL_HOSIN	Binecuvântare
SKILL_INC_ATKSPD	Viteza de atac a crescut
SKILL_INC_MOVSPD	Viteza de miºcare a crescut
SKILL_JEOJU	Blestem
SKILL_JEONGEOP	Vindecare
SKILL_JEONGWI	Iureº
SKILL_JEONSINBANGEO	Apãrare deplinã
SKILL_JEONSINGONGGYEOK	Atac deplin
SKILL_JEUNGRYEOK	Atac +
SKILL_JEUNGSOK	Vitezã +
SKILL_JUMAGAP	Armurã fermecatã
SKILL_KWAESOK	Repeziciune
SKILL_MUYEONG	Spiritul focului
SKILL_NEED_EMPTY_BOTTLE	Nu am nicio sticlã goalã.
SKILL_NEED_POISON_BOTTLE	Nu am nicio sticlã de otravã.
SKILL_ONLY_FOR_GUILD_WAR	Poþi folosi aceastã calificare doar într-un rãzboi de bresle.
SKILL_PABEOP	Alungã vraja.
SKILL_POWERFUL_STRIKE	Atac anestezie
SKILL_SEOMGWANG	Bombã fulger
SKILL_SLEEP	Somn
SKILL_SLOW	Încet
SKILL_STUN	Anestezia
SKILL_SUHO	Paznic
SKILL_SUMMON_DESCRIPTION	ªansa incantaþiei: %d%%
SKILL_TOOLTIP_INT	Inteligenþã
SKILL_TOOLTIP_LEVEL	Nivel
SKILL_TOXICDIE	Otrãvire
SKILL_TOXICPOWER	Atac otrãvitor îmbunãtãþit
SKILL_TUSOK	Loviturã de stafie
STAT_MINUS_CON	Adaptarea Vitalitãþii (ªansa rãmasã: %d)
STAT_MINUS_DEX	Adaptarea Dexteritãþii (ªansa rãmasã: %d)
STAT_MINUS_INT	Adaptarea inteligenþei (ªansa rãmasã: %d)
STAT_MINUS_STR	Ajustarea Puterii (ªansã rãmasã: %d)
STAT_TOOLTIP_CON	Creºte PV ºi apãrarea
STAT_TOOLTIP_DEX	Creºte atacul ºi evadarea
STAT_TOOLTIP_INT	Creºte PM, atacul magic ºi apãrarea
STAT_TOOLTIP_STR	Creºte valoarea atacului ºi daunele
SYMBOLLIST_TITLE	Anunþã steagul breslei
SYSTEM_OPTION_CPU_TILING_1	Un mod fãrã suprapunerea procesorului poate îmbunãtãþi viteza unui PC mai slab.
SYSTEM_OPTION_CPU_TILING_2	Dacã existã probleme cu creaþia selectatã „Opþiunea sistemului” sau „CONFIG.exe”
SYSTEM_OPTION_CPU_TILING_3	Aþi schimbat modul GPU fãrã superpoziþie.
SYSTEM_OPTION_GPU_TILING_1	Modul GPU fãrã Superpoziþie poate fi prezentat într-un computer.
SYSTEM_OPTION_GPU_TILING_2	În cazul în care existã probleme cu creaþia, alegi „Opþiuni ale sistemului” sau „CONFIG.exe”
SYSTEM_OPTION_GPU_TILING_3	Aþi schimbat modul GPU fãrã superpoziþie.
SYSTEM_OPTION_TILING_EXIT	Pentru a schimba modul în care trebuie sã reînnoiascã jocul, trebuie sã reînceapã jocul.
TARGET_BUTTON_ACCEPT_FIGHT	Aprobã
TARGET_BUTTON_AVENGE	Rãzbunare
TARGET_BUTTON_BLOCK	Blocheazã
TARGET_BUTTON_BLOCK_REMOVE	Deblocheazã
TARGET_BUTTON_BUILDING_DESTROY	Distruge
TARGET_BUTTON_DISMOUNT	Descalecã
TARGET_BUTTON_EMOTION_ALLOW	Emoþii
TARGET_BUTTON_EXCHANGE	Negociazã
TARGET_BUTTON_EXCLUDE	Exclude
TARGET_BUTTON_EXIT_OBSERVER	Închide modul spectator
TARGET_BUTTON_FIGHT	Duel
TARGET_BUTTON_FRIEND	Prieten
TARGET_BUTTON_INVITE_GUILD	Invitaþia breslei
TARGET_BUTTON_INVITE_PARTY	Invitaþia grupei
TARGET_BUTTON_LEAVE_PARTY	Pãrãseºte grupa
TARGET_BUTTON_REQUEST_ENTER_PARTY	Alãturã-te grupei
TARGET_BUTTON_VIEW_EQUIPMENT	Armament
TARGET_BUTTON_WHISPER	ªoaptã
TARGET_LEVEL_BOSS	ªefi
TARGET_LEVEL_KING	ªefi
TARGET_LEVEL_KNIGHT	Categoria 3
TARGET_LEVEL_PAWN	Categoria 1
TARGET_LEVEL_S_KNIGHT	Categoria 4
TARGET_LEVEL_S_PAWN	Categoria 2
TARGET_TOOLTIP_ATTACK_COUNT	Lovituri Totale: %d
TASKBAR_ATTACK	Atacã
TASKBAR_AUTO	Atacã automat
TASKBAR_CAMERA	Camerã
TASKBAR_EXP	Experienþã
TASKBAR_HP	PV
TASKBAR_MOVE	Miºca
TASKBAR_SKILL	Calificare
TASKBAR_SP	PM
TASKBAR_ST	AP
TOOLTIP_AFFECT_POLYMORPH	Transformã	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Rezistenþã la lovitura criticã +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Rezistenþã la lovitura pãtrunzãtoare +%d%%	SA
TOOLTIP_ANTI_SELL	Nu poate fi vândut în magazin.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Ratã de absorbþie: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Tare împotriva animalelor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Tare împotriva ninja +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Tare împotriva diavolului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Tare împotriva semi-oamenilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Tare împotriva esotericilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Tare împotriva monºtrilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Tare împotriva orcilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Tare împotriva ºamanilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Tare împotriva sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Puternic împotriva vampirilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Tare împotriva rãzboinicilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Puternic impotriva Lycanilor + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Atac sangeros + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Rezistenþã împotriva atacului sângeros + %d%%	SA
TOOLTIP_APPLY_BLOCK	ªansa de a bloca un atac corporal +%d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Reface în luptã PM la interval de 5 sec. %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	ªansa de loviturã criticã +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	ªansã %d%% de a primi înapoi PM la lovituri reuºite	SA
TOOLTIP_APPLY_DODGE	ªansã %d%% de a evita atacul cu sãgeþi	SA
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	ªansã %d%% la bonus-EXP	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	ªansã %d%% de a arunca de douã ori mai mult Yang	SA
TOOLTIP_APPLY_IMMUNE_FALL	Imun la cãzãturã	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Apãrare împotriva încetinirii	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Apãrare împotriva necunoºtinþei	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	ªansã %d%% de a arunca de 2 ori mai multe obiecte	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	ªansã %d%% de a reface PV	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	ªansã %d%% de a reface PM	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% ºansã de a jefui PM	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. PV +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. PM +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	Fãrã efect
TOOLTIP_APPLY_NO_DEATH_PENALTY	Nu vei pierde puncte de experienþã dacã iti vei invia caracterul in locul in care a murit.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	ªansã %d%% la lovituri pãtrunzãtoare	SA
TOOLTIP_APPLY_POISON_PCT	ªansã de otrãvire %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Rezistenþa la otravã %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	%d%% creºtere efect al licorii	SA
TOOLTIP_APPLY_REFLECT_CURSE	ªansa %d%% de a reflecta un blestem	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% ºansã de a reflecta loviturile atacului corporal	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	ªansa de apãrare împotriva atacului ninja %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Apãrare clopot %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Apãrare Ghearã +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Apãrare pumnal %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Apãrare evantai %d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	ªansa de apãrare împotriva atacului ºamanilor %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	ªansa de apãrare împotriva atacului sura %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Apãrare cu sabia %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Apãrare cu douã mâini %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	ªansã de apãrare împotriva atacului rãzboinicilor: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Rezistenþa vântului %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	ªansa de apãrare împotriva atacului Lycan %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	ªansa de a învãþa din cãrþi de 2,5 ori mai bunã	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Dacã învãþatul nu reuºeºte, ai încã o încercare gratuitã.	SNA
TOOLTIP_APPLY_SLOW_PCT	ªansã de încetinire %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% daune vor fi absorbite de PV.	SA
TOOLTIP_APPLY_STEAL_SP	%d%% daune vor fi absorbite de PM.	SA
TOOLTIP_APPLY_STUN_PCT	ªansa de blocare %d%%	SA
TOOLTIP_ARMOR	Armurã
TOOLTIP_ARROW	Sãgeatã
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATT_GRADE	Valoarea atacului +%d	SA
TOOLTIP_ATT_SPEED	Vitezã de atac +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Viteza atacului redusã	SNA
TOOLTIP_AUTO_POTION_HP	Elixirul Soarelui
TOOLTIP_AUTO_POTION_REST	Duratã: Permanent
TOOLTIP_AUTO_POTION_SP	Elixirul Lunii
TOOLTIP_AUTO_POTION_USING	Activ
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Atac-Automat	SNA
TOOLTIP_BATTLE_POTION	Zonã de Rãzboi Licoare de Luptã	SNA
TOOLTIP_BOW_DISTANCE	Autonomia arcului +%dm	SA
TOOLTIP_BUYPRICE	Preþ: %s
TOOLTIP_CAST_SPEED	Viteza farmecului +%d%%	SA
TOOLTIP_CON	Vitalitate +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus costum %d%%	SA
TOOLTIP_DEF_GRADE	Apãrare +%d	SA
TOOLTIP_DEX	Dexteritate +%d	SA
TOOLTIP_DRAGON_SOUL_DECK1	Cer	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Pãmânt	SNA
TOOLTIP_DRAGON_SOUL_DECK_COMPLETE	Bonus	SNA
TOOLTIP_EAR	Cercel
TOOLTIP_ENERGY	Energie %d	SA
TOOLTIP_ETC	Etc.
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Puncte: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Nivel: %d
TOOLTIP_FISHINGROD_UPGRADE1	Dã-o pescarului
